timestamp,plant,production_line,machine_id,machine_type,status,uptime_seconds,total_runtime_hours,notes
2025-09-28 10:17:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.14,
2025-09-28 10:17:32,Plant B,Line 1,M17,Drill Press,Running,300,4606.68,
2025-09-28 10:17:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.0,
2025-09-28 10:17:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2726.44,
2025-09-28 10:17:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.11,
2025-09-28 10:22:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1433.49,
2025-09-28 10:22:32,Plant A,Line 2,M02,Drill Press,Running,300,2514.59,
2025-09-28 10:22:32,Plant A,Line 1,M03,Drill Press,Idle,0,3629.17,Idle
2025-09-28 10:22:32,Plant A,Line 2,M04,CNC Lathe,Idle,0,2160.57,Idle
2025-09-28 10:22:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2828.65,
2025-09-28 10:22:32,Plant A,Line 2,M06,Drill Press,Running,300,4391.77,
2025-09-28 10:22:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3148.45,
2025-09-28 10:22:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4213.62,
2025-09-28 10:22:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1228.39,
2025-09-28 10:22:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3214.46,
2025-09-28 10:22:32,Plant B,Line 1,M11,Robotic Arm,Idle,0,2242.02,Idle
2025-09-28 10:22:32,Plant B,Line 2,M12,Drill Press,Running,300,3184.62,
2025-09-28 10:22:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.19,
2025-09-28 10:22:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.2,
2025-09-28 10:22:32,Plant B,Line 1,M15,CNC Mill,Running,300,1745.61,
2025-09-28 10:22:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.22,
2025-09-28 10:22:32,Plant B,Line 1,M17,Drill Press,Running,300,4606.76,
2025-09-28 10:22:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.09,
2025-09-28 10:22:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2726.52,
2025-09-28 10:22:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.19,
2025-09-28 10:27:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1433.57,
2025-09-28 10:27:32,Plant A,Line 2,M02,Drill Press,Running,300,2514.68,
2025-09-28 10:27:32,Plant A,Line 1,M03,Drill Press,Idle,0,3629.17,Idle
2025-09-28 10:27:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2160.65,
2025-09-28 10:27:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2828.73,
2025-09-28 10:27:32,Plant A,Line 2,M06,Drill Press,Running,300,4391.85,
2025-09-28 10:27:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3148.53,
2025-09-28 10:27:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4213.7,
2025-09-28 10:27:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1228.48,
2025-09-28 10:27:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3214.54,
2025-09-28 10:27:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.1,
2025-09-28 10:27:32,Plant B,Line 2,M12,Drill Press,Running,300,3184.71,
2025-09-28 10:27:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.28,
2025-09-28 10:27:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.28,
2025-09-28 10:27:32,Plant B,Line 1,M15,CNC Mill,Running,300,1745.69,
2025-09-28 10:27:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.31,
2025-09-28 10:27:32,Plant B,Line 1,M17,Drill Press,Running,300,4606.85,
2025-09-28 10:27:32,Plant B,Line 2,M18,CNC Mill,Idle,0,3206.09,Idle
2025-09-28 10:27:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2726.6,
2025-09-28 10:27:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.28,
2025-09-28 10:32:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1433.65,
2025-09-28 10:32:32,Plant A,Line 2,M02,Drill Press,Running,300,2514.76,
2025-09-28 10:32:32,Plant A,Line 1,M03,Drill Press,Running,300,3629.25,
2025-09-28 10:32:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2160.74,
2025-09-28 10:32:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2828.81,
2025-09-28 10:32:32,Plant A,Line 2,M06,Drill Press,Running,300,4391.94,
2025-09-28 10:32:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3148.61,
2025-09-28 10:32:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4213.79,
2025-09-28 10:32:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1228.56,
2025-09-28 10:32:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3214.63,
2025-09-28 10:32:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.18,
2025-09-28 10:32:32,Plant B,Line 2,M12,Drill Press,Running,300,3184.79,
2025-09-28 10:32:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.36,
2025-09-28 10:32:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.37,
2025-09-28 10:32:32,Plant B,Line 1,M15,CNC Mill,Running,300,1745.77,
2025-09-28 10:32:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.39,
2025-09-28 10:32:32,Plant B,Line 1,M17,Drill Press,Running,300,4606.93,
2025-09-28 10:32:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.17,
2025-09-28 10:32:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2726.69,
2025-09-28 10:32:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.36,
2025-09-28 10:37:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1433.74,
2025-09-28 10:37:32,Plant A,Line 2,M02,Drill Press,Running,300,2514.84,
2025-09-28 10:37:32,Plant A,Line 1,M03,Drill Press,Running,300,3629.33,
2025-09-28 10:37:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2160.82,
2025-09-28 10:37:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2828.9,
2025-09-28 10:37:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.02,
2025-09-28 10:37:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3148.7,
2025-09-28 10:37:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4213.87,
2025-09-28 10:37:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1228.64,
2025-09-28 10:37:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3214.71,
2025-09-28 10:37:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.27,
2025-09-28 10:37:32,Plant B,Line 2,M12,Drill Press,Running,300,3184.87,
2025-09-28 10:37:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.44,
2025-09-28 10:37:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.45,
2025-09-28 10:37:32,Plant B,Line 1,M15,CNC Mill,Running,300,1745.86,
2025-09-28 10:37:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.47,
2025-09-28 10:37:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.01,
2025-09-28 10:37:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.25,
2025-09-28 10:37:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2726.77,
2025-09-28 10:37:32,Plant B,Line 2,M20,Laser Cutter,Idle,0,3655.36,Idle
2025-09-28 10:42:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1433.82,
2025-09-28 10:42:32,Plant A,Line 2,M02,Drill Press,Running,300,2514.93,
2025-09-28 10:42:32,Plant A,Line 1,M03,Drill Press,Running,300,3629.42,
2025-09-28 10:42:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2160.9,
2025-09-28 10:42:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2828.98,
2025-09-28 10:42:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.1,
2025-09-28 10:42:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3148.78,
2025-09-28 10:42:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4213.95,
2025-09-28 10:42:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1228.73,
2025-09-28 10:42:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3214.79,
2025-09-28 10:42:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.35,
2025-09-28 10:42:32,Plant B,Line 2,M12,Drill Press,Running,300,3184.96,
2025-09-28 10:42:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.53,
2025-09-28 10:42:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.53,
2025-09-28 10:42:32,Plant B,Line 1,M15,CNC Mill,Running,300,1745.94,
2025-09-28 10:42:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.56,
2025-09-28 10:42:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.1,
2025-09-28 10:42:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.34,
2025-09-28 10:42:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2726.85,
2025-09-28 10:42:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.44,
2025-09-28 10:47:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1433.9,
2025-09-28 10:47:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.01,
2025-09-28 10:47:32,Plant A,Line 1,M03,Drill Press,Running,300,3629.5,
2025-09-28 10:47:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2160.99,
2025-09-28 10:47:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.06,
2025-09-28 10:47:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.19,
2025-09-28 10:47:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3148.86,
2025-09-28 10:47:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4214.04,
2025-09-28 10:47:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1228.81,
2025-09-28 10:47:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3214.88,
2025-09-28 10:47:32,Plant B,Line 1,M11,Robotic Arm,Idle,0,2242.35,Idle
2025-09-28 10:47:32,Plant B,Line 2,M12,Drill Press,Running,300,3185.04,
2025-09-28 10:47:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.61,
2025-09-28 10:47:32,Plant B,Line 2,M14,CNC Mill,Idle,0,3454.53,Idle
2025-09-28 10:47:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.02,
2025-09-28 10:47:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.64,
2025-09-28 10:47:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.18,
2025-09-28 10:47:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.42,
2025-09-28 10:47:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2726.94,
2025-09-28 10:47:32,Plant B,Line 2,M20,Laser Cutter,Down,0,3655.44,Unexpected stop
2025-09-28 10:52:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1433.99,
2025-09-28 10:52:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.09,
2025-09-28 10:52:32,Plant A,Line 1,M03,Drill Press,Running,300,3629.58,
2025-09-28 10:52:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2161.07,
2025-09-28 10:52:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.15,
2025-09-28 10:52:32,Plant A,Line 2,M06,Drill Press,Down,0,4392.19,Unexpected stop
2025-09-28 10:52:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3148.95,
2025-09-28 10:52:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4214.12,
2025-09-28 10:52:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1228.89,
2025-09-28 10:52:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3214.96,
2025-09-28 10:52:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.43,
2025-09-28 10:52:32,Plant B,Line 2,M12,Drill Press,Running,300,3185.12,
2025-09-28 10:52:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.69,
2025-09-28 10:52:32,Plant B,Line 2,M14,CNC Mill,Down,0,3454.53,Unexpected stop
2025-09-28 10:52:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.11,
2025-09-28 10:52:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.72,
2025-09-28 10:52:32,Plant B,Line 1,M17,Drill Press,Down,0,4607.18,Unexpected stop
2025-09-28 10:52:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.5,
2025-09-28 10:52:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2727.02,
2025-09-28 10:52:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.53,
2025-09-28 10:57:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1434.07,
2025-09-28 10:57:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.18,
2025-09-28 10:57:32,Plant A,Line 1,M03,Drill Press,Running,300,3629.67,
2025-09-28 10:57:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2161.15,
2025-09-28 10:57:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.23,
2025-09-28 10:57:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.27,
2025-09-28 10:57:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3149.03,
2025-09-28 10:57:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4214.2,
2025-09-28 10:57:32,Plant A,Line 1,M09,Laser Cutter,Down,0,1228.89,Unexpected stop
2025-09-28 10:57:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3215.04,
2025-09-28 10:57:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.52,
2025-09-28 10:57:32,Plant B,Line 2,M12,Drill Press,Running,300,3185.21,
2025-09-28 10:57:32,Plant B,Line 1,M13,Drill Press,Down,0,2950.69,Unexpected stop
2025-09-28 10:57:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.62,
2025-09-28 10:57:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.19,
2025-09-28 10:57:32,Plant B,Line 2,M16,CNC Mill,Idle,0,4632.72,Idle
2025-09-28 10:57:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.26,
2025-09-28 10:57:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.59,
2025-09-28 10:57:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2727.1,
2025-09-28 10:57:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.61,
2025-09-28 11:02:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1434.15,
2025-09-28 11:02:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.26,
2025-09-28 11:02:32,Plant A,Line 1,M03,Drill Press,Running,300,3629.75,
2025-09-28 11:02:32,Plant A,Line 2,M04,CNC Lathe,Down,0,2161.15,Unexpected stop
2025-09-28 11:02:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.31,
2025-09-28 11:02:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.35,
2025-09-28 11:02:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3149.11,
2025-09-28 11:02:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4214.29,
2025-09-28 11:02:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1228.98,
2025-09-28 11:02:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3215.13,
2025-09-28 11:02:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.6,
2025-09-28 11:02:32,Plant B,Line 2,M12,Drill Press,Running,300,3185.29,
2025-09-28 11:02:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.78,
2025-09-28 11:02:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.7,
2025-09-28 11:02:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.27,
2025-09-28 11:02:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.81,
2025-09-28 11:02:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.35,
2025-09-28 11:02:32,Plant B,Line 2,M18,CNC Mill,Down,0,3206.59,Unexpected stop
2025-09-28 11:02:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2727.19,
2025-09-28 11:02:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.69,
2025-09-28 11:07:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1434.24,
2025-09-28 11:07:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.34,
2025-09-28 11:07:32,Plant A,Line 1,M03,Drill Press,Running,300,3629.83,
2025-09-28 11:07:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2161.24,
2025-09-28 11:07:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.4,
2025-09-28 11:07:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.44,
2025-09-28 11:07:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3149.2,
2025-09-28 11:07:32,Plant A,Line 2,M08,Robotic Arm,Idle,0,4214.29,Idle
2025-09-28 11:07:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1229.06,
2025-09-28 11:07:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3215.21,
2025-09-28 11:07:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.68,
2025-09-28 11:07:32,Plant B,Line 2,M12,Drill Press,Running,300,3185.37,
2025-09-28 11:07:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.86,
2025-09-28 11:07:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.78,
2025-09-28 11:07:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.36,
2025-09-28 11:07:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.89,
2025-09-28 11:07:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.43,
2025-09-28 11:07:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.67,
2025-09-28 11:07:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2727.27,
2025-09-28 11:07:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.78,
2025-09-28 11:12:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1434.32,
2025-09-28 11:12:32,Plant A,Line 2,M02,Drill Press,Idle,0,2515.34,Idle
2025-09-28 11:12:32,Plant A,Line 1,M03,Drill Press,Running,300,3629.92,
2025-09-28 11:12:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2161.32,
2025-09-28 11:12:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.48,
2025-09-28 11:12:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.52,
2025-09-28 11:12:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3149.28,
2025-09-28 11:12:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4214.37,
2025-09-28 11:12:32,Plant A,Line 1,M09,Laser Cutter,Idle,0,1229.06,Idle
2025-09-28 11:12:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3215.29,
2025-09-28 11:12:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.77,
2025-09-28 11:12:32,Plant B,Line 2,M12,Drill Press,Idle,0,3185.37,Idle
2025-09-28 11:12:32,Plant B,Line 1,M13,Drill Press,Running,300,2950.94,
2025-09-28 11:12:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.87,
2025-09-28 11:12:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.44,
2025-09-28 11:12:32,Plant B,Line 2,M16,CNC Mill,Running,300,4632.97,
2025-09-28 11:12:32,Plant B,Line 1,M17,Drill Press,Idle,0,4607.43,Idle
2025-09-28 11:12:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.75,
2025-09-28 11:12:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2727.35,
2025-09-28 11:12:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.86,
2025-09-28 11:17:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1434.4,
2025-09-28 11:17:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.43,
2025-09-28 11:17:32,Plant A,Line 1,M03,Drill Press,Running,300,3630.0,
2025-09-28 11:17:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2161.4,
2025-09-28 11:17:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.56,
2025-09-28 11:17:32,Plant A,Line 2,M06,Drill Press,Idle,0,4392.52,Idle
2025-09-28 11:17:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3149.36,
2025-09-28 11:17:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4214.45,
2025-09-28 11:17:32,Plant A,Line 1,M09,Laser Cutter,Down,0,1229.06,Unexpected stop
2025-09-28 11:17:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3215.38,
2025-09-28 11:17:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.85,
2025-09-28 11:17:32,Plant B,Line 2,M12,Drill Press,Running,300,3185.46,
2025-09-28 11:17:32,Plant B,Line 1,M13,Drill Press,Running,300,2951.03,
2025-09-28 11:17:32,Plant B,Line 2,M14,CNC Mill,Running,300,3454.95,
2025-09-28 11:17:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.52,
2025-09-28 11:17:32,Plant B,Line 2,M16,CNC Mill,Running,300,4633.06,
2025-09-28 11:17:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.51,
2025-09-28 11:17:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.84,
2025-09-28 11:17:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2727.44,
2025-09-28 11:17:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3655.94,
2025-09-28 11:22:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1434.49,
2025-09-28 11:22:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.51,
2025-09-28 11:22:32,Plant A,Line 1,M03,Drill Press,Running,300,3630.08,
2025-09-28 11:22:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2161.49,
2025-09-28 11:22:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.65,
2025-09-28 11:22:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.6,
2025-09-28 11:22:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3149.45,
2025-09-28 11:22:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4214.54,
2025-09-28 11:22:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1229.14,
2025-09-28 11:22:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3215.46,
2025-09-28 11:22:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2242.93,
2025-09-28 11:22:32,Plant B,Line 2,M12,Drill Press,Running,300,3185.54,
2025-09-28 11:22:32,Plant B,Line 1,M13,Drill Press,Running,300,2951.11,
2025-09-28 11:22:32,Plant B,Line 2,M14,CNC Mill,Running,300,3455.03,
2025-09-28 11:22:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.61,
2025-09-28 11:22:32,Plant B,Line 2,M16,CNC Mill,Running,300,4633.14,
2025-09-28 11:22:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.6,
2025-09-28 11:22:32,Plant B,Line 2,M18,CNC Mill,Running,300,3206.92,
2025-09-28 11:22:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2727.52,
2025-09-28 11:22:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3656.03,
2025-09-28 11:27:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1434.57,
2025-09-28 11:27:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.59,
2025-09-28 11:27:32,Plant A,Line 1,M03,Drill Press,Running,300,3630.17,
2025-09-28 11:27:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2161.57,
2025-09-28 11:27:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.73,
2025-09-28 11:27:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.69,
2025-09-28 11:27:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3149.53,
2025-09-28 11:27:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4214.62,
2025-09-28 11:27:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1229.23,
2025-09-28 11:27:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3215.54,
2025-09-28 11:27:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2243.02,
2025-09-28 11:27:32,Plant B,Line 2,M12,Drill Press,Running,300,3185.62,
2025-09-28 11:27:32,Plant B,Line 1,M13,Drill Press,Running,300,2951.19,
2025-09-28 11:27:32,Plant B,Line 2,M14,CNC Mill,Running,300,3455.12,
2025-09-28 11:27:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.69,
2025-09-28 11:27:32,Plant B,Line 2,M16,CNC Mill,Running,300,4633.22,
2025-09-28 11:27:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.68,
2025-09-28 11:27:32,Plant B,Line 2,M18,CNC Mill,Running,300,3207.0,
2025-09-28 11:27:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2727.6,
2025-09-28 11:27:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3656.11,
2025-09-28 11:32:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1434.65,
2025-09-28 11:32:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.68,
2025-09-28 11:32:32,Plant A,Line 1,M03,Drill Press,Running,300,3630.25,
2025-09-28 11:32:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2161.65,
2025-09-28 11:32:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.81,
2025-09-28 11:32:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.77,
2025-09-28 11:32:32,Plant A,Line 1,M07,Laser Cutter,Running,300,3149.61,
2025-09-28 11:32:32,Plant A,Line 2,M08,Robotic Arm,Running,300,4214.7,
2025-09-28 11:32:32,Plant A,Line 1,M09,Laser Cutter,Running,300,1229.31,
2025-09-28 11:32:32,Plant A,Line 2,M10,CNC Lathe,Running,300,3215.63,
2025-09-28 11:32:32,Plant B,Line 1,M11,Robotic Arm,Running,300,2243.1,
2025-09-28 11:32:32,Plant B,Line 2,M12,Drill Press,Running,300,3185.71,
2025-09-28 11:32:32,Plant B,Line 1,M13,Drill Press,Running,300,2951.28,
2025-09-28 11:32:32,Plant B,Line 2,M14,CNC Mill,Running,300,3455.2,
2025-09-28 11:32:32,Plant B,Line 1,M15,CNC Mill,Running,300,1746.77,
2025-09-28 11:32:32,Plant B,Line 2,M16,CNC Mill,Running,300,4633.31,
2025-09-28 11:32:32,Plant B,Line 1,M17,Drill Press,Running,300,4607.76,
2025-09-28 11:32:32,Plant B,Line 2,M18,CNC Mill,Running,300,3207.09,
2025-09-28 11:32:32,Plant B,Line 1,M19,Laser Cutter,Running,300,2727.69,
2025-09-28 11:32:32,Plant B,Line 2,M20,Laser Cutter,Running,300,3656.19,
2025-09-28 11:37:32,Plant A,Line 1,M01,Laser Cutter,Running,300,1434.74,
2025-09-28 11:37:32,Plant A,Line 2,M02,Drill Press,Running,300,2515.76,
2025-09-28 11:37:32,Plant A,Line 1,M03,Drill Press,Running,300,3630.33,
2025-09-28 11:37:32,Plant A,Line 2,M04,CNC Lathe,Running,300,2161.74,
2025-09-28 11:37:32,Plant A,Line 1,M05,Robotic Arm,Running,300,2829.9,
2025-09-28 11:37:32,Plant A,Line 2,M06,Drill Press,Running,300,4392.85,
2025-09-28 11:37:32,Plant A,Line 1,M07,Laser Cutter,Idle,0,3149.61,Idle
